"Gene","KEGG_ID"
"taes:123182379","taes:123182379"
"taes:123183178","taes:123183178"
"taes:123183245","taes:123183245"
"taes:123184180","taes:123184180"
"taes:123184254","taes:123184254"
"taes:123184271","taes:123184271"
"taes:123184278","taes:123184278"
"taes:123184281","taes:123184281"
"taes:123184492","taes:123184492"
"taes:123185614","taes:123185614"
"taes:123186363","taes:123186363"
"taes:123186364","taes:123186364"
"taes:123186365","taes:123186365"
"taes:123186449","taes:123186449"
"taes:123186559","taes:123186559"
"taes:123186599","taes:123186599"
"taes:123186602","taes:123186602"
"taes:123186603","taes:123186603"
"taes:123186604","taes:123186604"
"taes:123187055","taes:123187055"
"taes:123187089","taes:123187089"
"taes:123189229","taes:123189229"
"taes:123189943","taes:123189943"
"taes:123191072","taes:123191072"
"taes:123191225","taes:123191225"
"taes:542902","taes:542902"
"taes:543190","taes:543190"
"taes:100136994","taes:100136994"
"taes:100192183","taes:100192183"
"taes:100192196","taes:100192196"
"taes:123041365","taes:123041365"
"taes:123043500","taes:123043500"
"taes:123044160","taes:123044160"
"taes:123045378","taes:123045378"
"taes:123045393","taes:123045393"
"taes:123045687","taes:123045687"
"taes:123045713","taes:123045713"
"taes:123047183","taes:123047183"
"taes:123049358","taes:123049358"
"taes:123049559","taes:123049559"
"taes:123051364","taes:123051364"
"taes:123052040","taes:123052040"
"taes:123053220","taes:123053220"
"taes:123053560","taes:123053560"
"taes:123053586","taes:123053586"
"taes:123054990","taes:123054990"
"taes:123057120","taes:123057120"
"taes:123058708","taes:123058708"
"taes:123059945","taes:123059945"
"taes:123061226","taes:123061226"
"taes:123062118","taes:123062118"
"taes:123062152","taes:123062152"
"taes:123064488","taes:123064488"
"taes:123069867","taes:123069867"
"taes:123070244","taes:123070244"
"taes:123070879","taes:123070879"
"taes:123076906","taes:123076906"
"taes:123078367","taes:123078367"
"taes:123079133","taes:123079133"
"taes:123079235","taes:123079235"
"taes:123079267","taes:123079267"
"taes:123085316","taes:123085316"
"taes:123085371","taes:123085371"
"taes:123085537","taes:123085537"
"taes:123085538","taes:123085538"
"taes:123085991","taes:123085991"
"taes:123088173","taes:123088173"
"taes:123091579","taes:123091579"
"taes:123091651","taes:123091651"
"taes:123092497","taes:123092497"
"taes:123092498","taes:123092498"
"taes:123092669","taes:123092669"
"taes:123092727","taes:123092727"
"taes:123093544","taes:123093544"
"taes:123097263","taes:123097263"
"taes:123097812","taes:123097812"
"taes:123097813","taes:123097813"
"taes:123097973","taes:123097973"
"taes:123098022","taes:123098022"
"taes:123098815","taes:123098815"
"taes:123102643","taes:123102643"
"taes:123104614","taes:123104614"
"taes:123104876","taes:123104876"
"taes:123105773","taes:123105773"
"taes:123106921","taes:123106921"
"taes:123109698","taes:123109698"
"taes:123110831","taes:123110831"
"taes:123111561","taes:123111561"
"taes:123112886","taes:123112886"
"taes:123113163","taes:123113163"
"taes:123113685","taes:123113685"
"taes:123114072","taes:123114072"
"taes:123119832","taes:123119832"
"taes:123120877","taes:123120877"
"taes:123122392","taes:123122392"
"taes:123122682","taes:123122682"
"taes:123123212","taes:123123212"
"taes:123123566","taes:123123566"
"taes:123123914","taes:123123914"
"taes:123128149","taes:123128149"
"taes:123128229","taes:123128229"
"taes:123128364","taes:123128364"
"taes:123128624","taes:123128624"
"taes:123128790","taes:123128790"
"taes:123131642","taes:123131642"
"taes:123132477","taes:123132477"
"taes:123132659","taes:123132659"
"taes:123134544","taes:123134544"
"taes:123135434","taes:123135434"
"taes:123136546","taes:123136546"
"taes:123136751","taes:123136751"
"taes:123137945","taes:123137945"
"taes:123138216","taes:123138216"
"taes:123138505","taes:123138505"
"taes:123143024","taes:123143024"
"taes:123144053","taes:123144053"
"taes:123144236","taes:123144236"
"taes:123145245","taes:123145245"
"taes:123145478","taes:123145478"
"taes:123145756","taes:123145756"
"taes:123145931","taes:123145931"
"taes:123147441","taes:123147441"
"taes:123147760","taes:123147760"
"taes:123147855","taes:123147855"
"taes:123147895","taes:123147895"
"taes:123147957","taes:123147957"
"taes:123148347","taes:123148347"
"taes:123148531","taes:123148531"
"taes:123148532","taes:123148532"
"taes:123149077","taes:123149077"
"taes:123149505","taes:123149505"
"taes:123150771","taes:123150771"
"taes:123151922","taes:123151922"
"taes:123152923","taes:123152923"
"taes:123156075","taes:123156075"
"taes:123157116","taes:123157116"
"taes:123157897","taes:123157897"
"taes:123159835","taes:123159835"
"taes:123159904","taes:123159904"
"taes:123160230","taes:123160230"
"taes:123160631","taes:123160631"
"taes:123160985","taes:123160985"
"taes:123161104","taes:123161104"
"taes:123161907","taes:123161907"
"taes:123162344","taes:123162344"
"taes:123163666","taes:123163666"
"taes:123164477","taes:123164477"
"taes:123165172","taes:123165172"
"taes:123165289","taes:123165289"
"taes:123165688","taes:123165688"
"taes:123165722","taes:123165722"
"taes:123166526","taes:123166526"
"taes:123166534","taes:123166534"
"taes:123166939","taes:123166939"
"taes:123167180","taes:123167180"
"taes:123168711","taes:123168711"
"taes:123169012","taes:123169012"
"taes:123169064","taes:123169064"
"taes:123170718","taes:123170718"
"taes:123181384","taes:123181384"
"taes:123181653","taes:123181653"
"taes:123182128","taes:123182128"
"taes:123183324","taes:123183324"
"taes:123187312","taes:123187312"
"taes:123187908","taes:123187908"
"taes:123189132","taes:123189132"
"taes:123189133","taes:123189133"
"taes:123189455","taes:123189455"
"taes:123189465","taes:123189465"
"taes:123190842","taes:123190842"
"taes:100682422","taes:100682422"
"taes:123054595","taes:123054595"
"taes:123057652","taes:123057652"
"taes:123064487","taes:123064487"
"taes:123076902","taes:123076902"
"taes:123085450","taes:123085450"
"taes:123092596","taes:123092596"
"taes:123097902","taes:123097902"
"taes:123100031","taes:123100031"
"taes:123101657","taes:123101657"
"taes:123101968","taes:123101968"
"taes:123101969","taes:123101969"
"taes:123101970","taes:123101970"
"taes:123105414","taes:123105414"
"taes:123105418","taes:123105418"
"taes:123108041","taes:123108041"
"taes:123110085","taes:123110085"
"taes:123110086","taes:123110086"
"taes:123110087","taes:123110087"
"taes:123110235","taes:123110235"
"taes:123110236","taes:123110236"
"taes:123113684","taes:123113684"
"taes:123113689","taes:123113689"
"taes:123113690","taes:123113690"
"taes:123114056","taes:123114056"
"taes:123117220","taes:123117220"
"taes:123119084","taes:123119084"
"taes:123119085","taes:123119085"
"taes:123119086","taes:123119086"
"taes:123121015","taes:123121015"
"taes:123123211","taes:123123211"
"taes:123123214","taes:123123214"
"taes:123123546","taes:123123546"
"taes:123125768","taes:123125768"
"taes:123147887","taes:123147887"
"taes:123150283","taes:123150283"
"taes:123150314","taes:123150314"
"taes:123159126","taes:123159126"
"taes:123160005","taes:123160005"
"taes:123167683","taes:123167683"
"taes:123172831","taes:123172831"
"taes:123191890","taes:123191890"
"taes:543409","taes:543409"
"taes:606350","taes:606350"
"taes:100682438","taes:100682438"
"taes:123039599","taes:123039599"
"taes:123041455","taes:123041455"
"taes:123043469","taes:123043469"
"taes:123045593","taes:123045593"
"taes:123045745","taes:123045745"
"taes:123046171","taes:123046171"
"taes:123046773","taes:123046773"
"taes:123047325","taes:123047325"
"taes:123047326","taes:123047326"
"taes:123049436","taes:123049436"
"taes:123049974","taes:123049974"
"taes:123051330","taes:123051330"
"taes:123051740","taes:123051740"
"taes:123053432","taes:123053432"
"taes:123053625","taes:123053625"
"taes:123054052","taes:123054052"
"taes:123054629","taes:123054629"
"taes:123054685","taes:123054685"
"taes:123055127","taes:123055127"
"taes:123055128","taes:123055128"
"taes:123059574","taes:123059574"
"taes:123059834","taes:123059834"
"taes:123060381","taes:123060381"
"taes:123061745","taes:123061745"
"taes:123062071","taes:123062071"
"taes:123062351","taes:123062351"
"taes:123066916","taes:123066916"
"taes:123067006","taes:123067006"
"taes:123068277","taes:123068277"
"taes:123070379","taes:123070379"
"taes:123070795","taes:123070795"
"taes:123071126","taes:123071126"
"taes:123075872","taes:123075872"
"taes:123076833","taes:123076833"
"taes:123079184","taes:123079184"
"taes:123079488","taes:123079488"
"taes:123082841","taes:123082841"
"taes:123084804","taes:123084804"
"taes:123085230","taes:123085230"
"taes:123085682","taes:123085682"
"taes:123086691","taes:123086691"
"taes:123087067","taes:123087067"
"taes:123087560","taes:123087560"
"taes:123088641","taes:123088641"
"taes:123090531","taes:123090531"
"taes:123090535","taes:123090535"
"taes:123090897","taes:123090897"
"taes:123091307","taes:123091307"
"taes:123092350","taes:123092350"
"taes:123092844","taes:123092844"
"taes:123093281","taes:123093281"
"taes:123095136","taes:123095136"
"taes:123095925","taes:123095925"
"taes:123096283","taes:123096283"
"taes:123097662","taes:123097662"
"taes:123098548","taes:123098548"
"taes:123100106","taes:123100106"
"taes:123100215","taes:123100215"
"taes:123102835","taes:123102835"
"taes:123103667","taes:123103667"
"taes:123104297","taes:123104297"
"taes:123108548","taes:123108548"
"taes:123111064","taes:123111064"
"taes:123111893","taes:123111893"
"taes:123111970","taes:123111970"
"taes:123112552","taes:123112552"
"taes:123113809","taes:123113809"
"taes:123114370","taes:123114370"
"taes:123120057","taes:123120057"
"taes:123121447","taes:123121447"
"taes:123121538","taes:123121538"
"taes:123122052","taes:123122052"
"taes:123123868","taes:123123868"
"taes:123125516","taes:123125516"
"taes:123127713","taes:123127713"
"taes:123127862","taes:123127862"
"taes:123128273","taes:123128273"
"taes:123128329","taes:123128329"
"taes:123130639","taes:123130639"
"taes:123134174","taes:123134174"
"taes:123137778","taes:123137778"
"taes:123137781","taes:123137781"
"taes:123138178","taes:123138178"
"taes:123144681","taes:123144681"
"taes:123144959","taes:123144959"
"taes:123144961","taes:123144961"
"taes:123145386","taes:123145386"
"taes:123145434","taes:123145434"
"taes:123147817","taes:123147817"
"taes:123148114","taes:123148114"
"taes:123148217","taes:123148217"
"taes:123148870","taes:123148870"
"taes:123149700","taes:123149700"
"taes:123150072","taes:123150072"
"taes:123150507","taes:123150507"
"taes:123154424","taes:123154424"
"taes:123154854","taes:123154854"
"taes:123155636","taes:123155636"
"taes:123156133","taes:123156133"
"taes:123156447","taes:123156447"
"taes:123158118","taes:123158118"
"taes:123158932","taes:123158932"
"taes:123159095","taes:123159095"
"taes:123159992","taes:123159992"
"taes:123160336","taes:123160336"
"taes:123164143","taes:123164143"
"taes:123164276","taes:123164276"
"taes:123165846","taes:123165846"
"taes:123167292","taes:123167292"
"taes:123167514","taes:123167514"
"taes:123168039","taes:123168039"
"taes:123168675","taes:123168675"
"taes:123169885","taes:123169885"
"taes:123170262","taes:123170262"
"taes:123170445","taes:123170445"
"taes:123170977","taes:123170977"
"taes:123180627","taes:123180627"
"taes:123181443","taes:123181443"
"taes:123181610","taes:123181610"
"taes:123185528","taes:123185528"
"taes:123189339","taes:123189339"
"taes:123189518","taes:123189518"
"taes:123189943","taes:123189943"
"taes:123190477","taes:123190477"
"taes:123190536","taes:123190536"
"taes:123190981","taes:123190981"
"taes:123190982","taes:123190982"
"taes:543101","taes:543101"
"taes:123039073","taes:123039073"
"taes:123040374","taes:123040374"
"taes:123040376","taes:123040376"
"taes:123040377","taes:123040377"
"taes:123040380","taes:123040380"
"taes:123041455","taes:123041455"
"taes:123045593","taes:123045593"
"taes:123045645","taes:123045645"
"taes:123048497","taes:123048497"
"taes:123049436","taes:123049436"
"taes:123051310","taes:123051310"
"taes:123053432","taes:123053432"
"taes:123053514","taes:123053514"
"taes:123056738","taes:123056738"
"taes:123059574","taes:123059574"
"taes:123059834","taes:123059834"
"taes:123060162","taes:123060162"
"taes:123066916","taes:123066916"
"taes:123067006","taes:123067006"
"taes:123068277","taes:123068277"
"taes:123068645","taes:123068645"
"taes:123075872","taes:123075872"
"taes:123076833","taes:123076833"
"taes:123077170","taes:123077170"
"taes:123081529","taes:123081529"
"taes:123081530","taes:123081530"
"taes:123081532","taes:123081532"
"taes:123081533","taes:123081533"
"taes:123082841","taes:123082841"
"taes:123085230","taes:123085230"
"taes:123087067","taes:123087067"
"taes:123089277","taes:123089277"
"taes:123089278","taes:123089278"
"taes:123089279","taes:123089279"
"taes:123089280","taes:123089280"
"taes:123089282","taes:123089282"
"taes:123089283","taes:123089283"
"taes:123089284","taes:123089284"
"taes:123090897","taes:123090897"
"taes:123092844","taes:123092844"
"taes:123095925","taes:123095925"
"taes:123100106","taes:123100106"
"taes:123100343","taes:123100343"
"taes:123100345","taes:123100345"
"taes:123100346","taes:123100346"
"taes:123100347","taes:123100347"
"taes:123100348","taes:123100348"
"taes:123104714","taes:123104714"
"taes:123104716","taes:123104716"
"taes:123104717","taes:123104717"
"taes:123106963","taes:123106963"
"taes:123107644","taes:123107644"
"taes:123112995","taes:123112995"
"taes:123112996","taes:123112996"
"taes:123113000","taes:123113000"
"taes:123116076","taes:123116076"
"taes:123116787","taes:123116787"
"taes:123122507","taes:123122507"
"taes:123122508","taes:123122508"
"taes:123122510","taes:123122510"
"taes:123125364","taes:123125364"
"taes:123149793","taes:123149793"
"taes:123159406","taes:123159406"
"taes:123161785","taes:123161785"
"taes:123161968","taes:123161968"
"taes:123162631","taes:123162631"
"taes:123166749","taes:123166749"
"taes:123167772","taes:123167772"
"taes:123174230","taes:123174230"
"taes:123174233","taes:123174233"
"taes:123175468","taes:123175468"
"taes:123176239","taes:123176239"
"taes:123177291","taes:123177291"
"taes:123177522","taes:123177522"
"taes:123180585","taes:123180585"
"taes:123184516","taes:123184516"
"taes:123185528","taes:123185528"
"taes:123187261","taes:123187261"
"taes:123189339","taes:123189339"
"taes:123189408","taes:123189408"
"taes:100415864","taes:100415864"
"taes:100415883","taes:100415883"
"taes:123050771","taes:123050771"
"taes:123062623","taes:123062623"
"taes:123071442","taes:123071442"
"taes:123079780","taes:123079780"
"taes:123086429","taes:123086429"
"taes:123091565","taes:123091565"
"taes:123096520","taes:123096520"
"taes:123103140","taes:123103140"
"taes:123111337","taes:123111337"
"taes:123120389","taes:123120389"
"taes:123126477","taes:123126477"
"taes:123131911","taes:123131911"
"taes:123132553","taes:123132553"
"taes:123135905","taes:123135905"
"taes:123136627","taes:123136627"
"taes:123144138","taes:123144138"
"taes:123155757","taes:123155757"
"taes:123163916","taes:123163916"
"taes:123181500","taes:123181500"
"taes:123043218","taes:123043218"
"taes:123043884","taes:123043884"
"taes:123048811","taes:123048811"
"taes:123051085","taes:123051085"
"taes:123051755","taes:123051755"
"taes:123083372","taes:123083372"
"taes:123083898","taes:123083898"
"taes:123085031","taes:123085031"
"taes:123085264","taes:123085264"
"taes:123086452","taes:123086452"
"taes:123086846","taes:123086846"
"taes:123087362","taes:123087362"
"taes:123090570","taes:123090570"
"taes:123091543","taes:123091543"
"taes:123092967","taes:123092967"
"taes:123093021","taes:123093021"
"taes:123095612","taes:123095612"
"taes:123096129","taes:123096129"
"taes:123096499","taes:123096499"
"taes:123098230","taes:123098230"
"taes:123098306","taes:123098306"
"taes:123102066","taes:123102066"
"taes:123102394","taes:123102394"
"taes:123103256","taes:123103256"
"taes:123104987","taes:123104987"
"taes:123110172","taes:123110172"
"taes:123110570","taes:123110570"
"taes:123113276","taes:123113276"
"taes:123113658","taes:123113658"
"taes:123119218","taes:123119218"
"taes:123119589","taes:123119589"
"taes:123122789","taes:123122789"
"taes:123124488","taes:123124488"
"taes:123128174","taes:123128174"
"taes:123134874","taes:123134874"
"taes:123135275","taes:123135275"
"taes:123137985","taes:123137985"
"taes:123145271","taes:123145271"
"taes:123148450","taes:123148450"
"taes:123150324","taes:123150324"
"taes:123150559","taes:123150559"
"taes:123152706","taes:123152706"
"taes:123157170","taes:123157170"
"taes:123160296","taes:123160296"
"taes:123165941","taes:123165941"
"taes:123166424","taes:123166424"
"taes:123166466","taes:123166466"
"taes:123177006","taes:123177006"
"taes:123179822","taes:123179822"
"taes:123181337","taes:123181337"
"taes:123185184","taes:123185184"
"taes:123187027","taes:123187027"
"taes:123187670","taes:123187670"
"taes:543349","taes:543349"
"taes:100682423","taes:100682423"
"taes:100682425","taes:100682425"
"taes:100682473","taes:100682473"
"taes:101290610","taes:101290610"
"taes:123038753","taes:123038753"
"taes:123039210","taes:123039210"
"taes:123039366","taes:123039366"
"taes:123039689","taes:123039689"
"taes:123039691","taes:123039691"
"taes:123040956","taes:123040956"
"taes:123041525","taes:123041525"
"taes:123043254","taes:123043254"
"taes:123043608","taes:123043608"
"taes:123045645","taes:123045645"
"taes:123046130","taes:123046130"
"taes:123046970","taes:123046970"
"taes:123047095","taes:123047095"
"taes:123047096","taes:123047096"
"taes:123047097","taes:123047097"
"taes:123047098","taes:123047098"
"taes:123047163","taes:123047163"
"taes:123047410","taes:123047410"
"taes:123047464","taes:123047464"
"taes:123048979","taes:123048979"
"taes:123049502","taes:123049502"
"taes:123050354","taes:123050354"
"taes:123050413","taes:123050413"
"taes:123050824","taes:123050824"
"taes:123051120","taes:123051120"
"taes:123051480","taes:123051480"
"taes:123051779","taes:123051779"
"taes:123052367","taes:123052367"
"taes:123053514","taes:123053514"
"taes:123054011","taes:123054011"
"taes:123054012","taes:123054012"
"taes:123054014","taes:123054014"
"taes:123054015","taes:123054015"
"taes:123054690","taes:123054690"
"taes:123054800","taes:123054800"
"taes:123054911","taes:123054911"
"taes:123054912","taes:123054912"
"taes:123054913","taes:123054913"
"taes:123055212","taes:123055212"
"taes:123056738","taes:123056738"
"taes:123057415","taes:123057415"
"taes:123058238","taes:123058238"
"taes:123058354","taes:123058354"
"taes:123058645","taes:123058645"
"taes:123059668","taes:123059668"
"taes:123059669","taes:123059669"
"taes:123059674","taes:123059674"
"taes:123060124","taes:123060124"
"taes:123060162","taes:123060162"
"taes:123060983","taes:123060983"
"taes:123062160","taes:123062160"
"taes:123062199","taes:123062199"
"taes:123062770","taes:123062770"
"taes:123062864","taes:123062864"
"taes:123063233","taes:123063233"
"taes:123063238","taes:123063238"
"taes:123063239","taes:123063239"
"taes:123064220","taes:123064220"
"taes:123065299","taes:123065299"
"taes:123065524","taes:123065524"
"taes:123065828","taes:123065828"
"taes:123066220","taes:123066220"
"taes:123066303","taes:123066303"
"taes:123067011","taes:123067011"
"taes:123067012","taes:123067012"
"taes:123067013","taes:123067013"
"taes:123068645","taes:123068645"
"taes:123069478","taes:123069478"
"taes:123069569","taes:123069569"
"taes:123070883","taes:123070883"
"taes:123070884","taes:123070884"
"taes:123070932","taes:123070932"
"taes:123071164","taes:123071164"
"taes:123071594","taes:123071594"
"taes:123071710","taes:123071710"
"taes:123072145","taes:123072145"
"taes:123072146","taes:123072146"
"taes:123072304","taes:123072304"
"taes:123072836","taes:123072836"
"taes:123073553","taes:123073553"
"taes:123074396","taes:123074396"
"taes:123074629","taes:123074629"
"taes:123074835","taes:123074835"
"taes:123075944","taes:123075944"
"taes:123076226","taes:123076226"
"taes:123077170","taes:123077170"
"taes:123078039","taes:123078039"
"taes:123078059","taes:123078059"
"taes:123079274","taes:123079274"
"taes:123079319","taes:123079319"
"taes:123079521","taes:123079521"
"taes:123079525","taes:123079525"
"taes:123079528","taes:123079528"
"taes:123079940","taes:123079940"
"taes:123080056","taes:123080056"
"taes:123080424","taes:123080424"
"taes:123080426","taes:123080426"
"taes:123080428","taes:123080428"
"taes:123080996","taes:123080996"
"taes:123082651","taes:123082651"
"taes:123082653","taes:123082653"
"taes:123082655","taes:123082655"
"taes:123082972","taes:123082972"
"taes:123082976","taes:123082976"
"taes:123083482","taes:123083482"
"taes:123084101","taes:123084101"
"taes:123085066","taes:123085066"
"taes:123085067","taes:123085067"
"taes:123086926","taes:123086926"
"taes:123087152","taes:123087152"
"taes:123087153","taes:123087153"
"taes:123088332","taes:123088332"
"taes:123089797","taes:123089797"
"taes:123090805","taes:123090805"
"taes:123090807","taes:123090807"
"taes:123091051","taes:123091051"
"taes:123092342","taes:123092342"
"taes:123092989","taes:123092989"
"taes:123095814","taes:123095814"
"taes:123095817","taes:123095817"
"taes:123096060","taes:123096060"
"taes:123098262","taes:123098262"
"taes:123099612","taes:123099612"
"taes:123099613","taes:123099613"
"taes:123100767","taes:123100767"
"taes:123101837","taes:123101837"
"taes:123104112","taes:123104112"
"taes:123104173","taes:123104173"
"taes:123104359","taes:123104359"
"taes:123104363","taes:123104363"
"taes:123104364","taes:123104364"
"taes:123104365","taes:123104365"
"taes:123104367","taes:123104367"
"taes:123104403","taes:123104403"
"taes:123105027","taes:123105027"
"taes:123105031","taes:123105031"
"taes:123105032","taes:123105032"
"taes:123105034","taes:123105034"
"taes:123107354","taes:123107354"
"taes:123107403","taes:123107403"
"taes:123107833","taes:123107833"
"taes:123107834","taes:123107834"
"taes:123108289","taes:123108289"
"taes:123108572","taes:123108572"
"taes:123112412","taes:123112412"
"taes:123112639","taes:123112639"
"taes:123112640","taes:123112640"
"taes:123112643","taes:123112643"
"taes:123112644","taes:123112644"
"taes:123112646","taes:123112646"
"taes:123112647","taes:123112647"
"taes:123112648","taes:123112648"
"taes:123113319","taes:123113319"
"taes:123113322","taes:123113322"
"taes:123113324","taes:123113324"
"taes:123113326","taes:123113326"
"taes:123113328","taes:123113328"
"taes:123115314","taes:123115314"
"taes:123115317","taes:123115317"
"taes:123116363","taes:123116363"
"taes:123116504","taes:123116504"
"taes:123116505","taes:123116505"
"taes:123116981","taes:123116981"
"taes:123117075","taes:123117075"
"taes:123117746","taes:123117746"
"taes:123117747","taes:123117747"
"taes:123117905","taes:123117905"
"taes:123117907","taes:123117907"
"taes:123121204","taes:123121204"
"taes:123121931","taes:123121931"
"taes:123122081","taes:123122081"
"taes:123122133","taes:123122133"
"taes:123122135","taes:123122135"
"taes:123122136","taes:123122136"
"taes:123122137","taes:123122137"
"taes:123122142","taes:123122142"
"taes:123122184","taes:123122184"
"taes:123122831","taes:123122831"
"taes:123122832","taes:123122832"
"taes:123122836","taes:123122836"
"taes:123122837","taes:123122837"
"taes:123122838","taes:123122838"
"taes:123124983","taes:123124983"
"taes:123125104","taes:123125104"
"taes:123125556","taes:123125556"
"taes:123125557","taes:123125557"
"taes:123126171","taes:123126171"
"taes:123126173","taes:123126173"
"taes:123126174","taes:123126174"
"taes:123127803","taes:123127803"
"taes:123127804","taes:123127804"
"taes:123128436","taes:123128436"
"taes:123128638","taes:123128638"
"taes:123128844","taes:123128844"
"taes:123129465","taes:123129465"
"taes:123129689","taes:123129689"
"taes:123130256","taes:123130256"
"taes:123133090","taes:123133090"
"taes:123133091","taes:123133091"
"taes:123133566","taes:123133566"
"taes:123133567","taes:123133567"
"taes:123133663","taes:123133663"
"taes:123135468","taes:123135468"
"taes:123137562","taes:123137562"
"taes:123137563","taes:123137563"
"taes:123137564","taes:123137564"
"taes:123138575","taes:123138575"
"taes:123138576","taes:123138576"
"taes:123138890","taes:123138890"
"taes:123139312","taes:123139312"
"taes:123139641","taes:123139641"
"taes:123141446","taes:123141446"
"taes:123142088","taes:123142088"
"taes:123142683","taes:123142683"
"taes:123144908","taes:123144908"
"taes:123144909","taes:123144909"
"taes:123146871","taes:123146871"
"taes:123147269","taes:123147269"
"taes:123148950","taes:123148950"
"taes:123150242","taes:123150242"
"taes:123150602","taes:123150602"
"taes:123150768","taes:123150768"
"taes:123152001","taes:123152001"
"taes:123152127","taes:123152127"
"taes:123153217","taes:123153217"
"taes:123153556","taes:123153556"
"taes:123153558","taes:123153558"
"taes:123154237","taes:123154237"
"taes:123154461","taes:123154461"
"taes:123154811","taes:123154811"
"taes:123154818","taes:123154818"
"taes:123155719","taes:123155719"
"taes:123155994","taes:123155994"
"taes:123156050","taes:123156050"
"taes:123156805","taes:123156805"
"taes:123158178","taes:123158178"
"taes:123159224","taes:123159224"
"taes:123159304","taes:123159304"
"taes:123159759","taes:123159759"
"taes:123159905","taes:123159905"
"taes:123160447","taes:123160447"
"taes:123162575","taes:123162575"
"taes:123164015","taes:123164015"
"taes:123164950","taes:123164950"
"taes:123166320","taes:123166320"
"taes:123166640","taes:123166640"
"taes:123167847","taes:123167847"
"taes:123168678","taes:123168678"
"taes:123169123","taes:123169123"
"taes:123169325","taes:123169325"
"taes:123169383","taes:123169383"
"taes:123170071","taes:123170071"
"taes:123170371","taes:123170371"
"taes:123170477","taes:123170477"
"taes:123170554","taes:123170554"
"taes:123171291","taes:123171291"
"taes:123171371","taes:123171371"
"taes:123172579","taes:123172579"
"taes:123175968","taes:123175968"
"taes:123176249","taes:123176249"
"taes:123176531","taes:123176531"
"taes:123177515","taes:123177515"
"taes:123181675","taes:123181675"
"taes:123182203","taes:123182203"
"taes:123184245","taes:123184245"
"taes:123184966","taes:123184966"
"taes:123186728","taes:123186728"
"taes:123186759","taes:123186759"
"taes:123187070","taes:123187070"
"taes:123187072","taes:123187072"
"taes:123187684","taes:123187684"
"taes:123189408","taes:123189408"
"taes:123189511","taes:123189511"
"taes:123189898","taes:123189898"
"taes:123189900","taes:123189900"
"taes:123189901","taes:123189901"
"taes:123190539","taes:123190539"
"taes:123190643","taes:123190643"
"taes:123190758","taes:123190758"
"taes:123190759","taes:123190759"
"taes:123190760","taes:123190760"
"taes:123190822","taes:123190822"
"taes:123190823","taes:123190823"
"taes:123191048","taes:123191048"
"taes:123191301","taes:123191301"
"taes:543072","taes:543072"
"taes:780590","taes:780590"
"taes:123046374","taes:123046374"
"taes:123049764","taes:123049764"
"taes:123061803","taes:123061803"
"taes:123065561","taes:123065561"
"taes:123069004","taes:123069004"
"taes:123074177","taes:123074177"
"taes:123078901","taes:123078901"
"taes:123102524","taes:123102524"
"taes:123105528","taes:123105528"
"taes:123110705","taes:123110705"
"taes:123117327","taes:123117327"
"taes:123119712","taes:123119712"
"taes:123125850","taes:123125850"
"taes:123128505","taes:123128505"
"taes:123132276","taes:123132276"
"taes:123136321","taes:123136321"
"taes:123138379","taes:123138379"
"taes:123143836","taes:123143836"
"taes:123145635","taes:123145635"
"taes:123190110","taes:123190110"
"taes:100037523","taes:100037523"
"taes:100037538","taes:100037538"
"taes:100037646","taes:100037646"
"taes:100415869","taes:100415869"
"taes:100682469","taes:100682469"
"taes:100682470","taes:100682470"
"taes:101290599","taes:101290599"
"taes:101290600","taes:101290600"
"taes:123038282","taes:123038282"
"taes:123038284","taes:123038284"
"taes:123038652","taes:123038652"
"taes:123041772","taes:123041772"
"taes:123042321","taes:123042321"
"taes:123042648","taes:123042648"
"taes:123042649","taes:123042649"
"taes:123042868","taes:123042868"
"taes:123042869","taes:123042869"
"taes:123042870","taes:123042870"
"taes:123043402","taes:123043402"
"taes:123043447","taes:123043447"
"taes:123043501","taes:123043501"
"taes:123045501","taes:123045501"
"taes:123045600","taes:123045600"
"taes:123045645","taes:123045645"
"taes:123045808","taes:123045808"
"taes:123045993","taes:123045993"
"taes:123046367","taes:123046367"
"taes:123047500","taes:123047500"
"taes:123048324","taes:123048324"
"taes:123048498","taes:123048498"
"taes:123049405","taes:123049405"
"taes:123049416","taes:123049416"
"taes:123049427","taes:123049427"
"taes:123049437","taes:123049437"
"taes:123049448","taes:123049448"
"taes:123049460","taes:123049460"
"taes:123050547","taes:123050547"
"taes:123050742","taes:123050742"
"taes:123050743","taes:123050743"
"taes:123050745","taes:123050745"
"taes:123050746","taes:123050746"
"taes:123051272","taes:123051272"
"taes:123051366","taes:123051366"
"taes:123051368","taes:123051368"
"taes:123052522","taes:123052522"
"taes:123053349","taes:123053349"
"taes:123053442","taes:123053442"
"taes:123053514","taes:123053514"
"taes:123053692","taes:123053692"
"taes:123053862","taes:123053862"
"taes:123054859","taes:123054859"
"taes:123054874","taes:123054874"
"taes:123055295","taes:123055295"
"taes:123055381","taes:123055381"
"taes:123055635","taes:123055635"
"taes:123056738","taes:123056738"
"taes:123058064","taes:123058064"
"taes:123058829","taes:123058829"
"taes:123059062","taes:123059062"
"taes:123059063","taes:123059063"
"taes:123059064","taes:123059064"
"taes:123059151","taes:123059151"
"taes:123059200","taes:123059200"
"taes:123059386","taes:123059386"
"taes:123059391","taes:123059391"
"taes:123059826","taes:123059826"
