"Feature","View","Weight","AdjWeight"
"2-hydroxy-3-carboxy-45-cycl...","LCMS-Aphid",-0.675434112548828,-0.768083358220114
"N-succinyl-LL-26-diaminopim...","LCMS-Aphid",-0.672283291816711,-0.764500339648634
"L-dopachrome","LCMS-Aphid",0.671270191669464,0.763348272631505
"adenylo-succinate","LCMS-Aphid",-0.666835486888885,-0.758305259734617
"L-aspartate","LCMS-Aphid",-0.665634155273438,-0.75693914155316
"S-allyl-L-cysteine","LCMS-Aphid",-0.663774073123932,-0.754823912077162
"glucose-16-bisphosphate","LCMS-Aphid",-0.662759125232697,-0.753669743861144
"indole-3-ketol","LCMS-Aphid",-0.661417484283447,-0.752144070125276
"5-acetamidovalerate","LCMS-Aphid",0.659836649894714,0.750346392804085
"N-dimethylethanolamine phos...","LCMS-Aphid",-0.659073889255524,-0.749479004346228
"adenine","LCMS-Aphid",-0.65885317325592,-0.749228012749804
"pyridoxal","LCMS-Aphid",-0.657288610935211,-0.747448839534965
"L-methionine-(R)-S-oxide","LCMS-Aphid",0.653016686439514,0.742590935482214
"3-pyridylacetate","LCMS-Aphid",-0.651973724365234,-0.7414049103798
"2-oxo-4-methylthiobutanoate","LCMS-Aphid",0.65133011341095,0.740673015360035
"8-amino-7-oxononanoate","LCMS-Aphid",-0.650604844093323,-0.73984826090546
"2-oxopenta-34-dienoate","LCMS-Aphid",-0.649893283843994,-0.739039095991035
"phloroglucinol","LCMS-Aphid",-0.649039328098297,-0.738068003200872
"a 2-acyl-sn-glycero-3-phosp...","LCMS-Aphid",-0.645609676837921,-0.73416790693885
"D-gluconate 6-phosphate","LCMS-Aphid",-0.64321494102478,-0.731444685396979
"L-cystathionine","LCMS-Aphid",-0.641080319881439,-0.729017258434314
"p-(beta-aminoethyl)phenoxy-...","LCMS-Aphid",-0.637080132961273,-0.724468366179591
"L-quinate","LCMS-Aphid",-0.634476602077484,-0.721507709163166
"dGTP","LCMS-Aphid",-0.630331635475159,-0.71679417780833
"(2Z)-2-hydroxypenta-24-dien...","LCMS-Aphid",-0.630104720592499,-0.716536137028533
"GDP","LCMS-Aphid",-0.629687368869781,-0.716061537201862
"(R)-pantothenate","LCMS-Aphid",-0.620639264583588,-0.705772305141254
"D-glucosamine","LCMS-Aphid",-0.618528664112091,-0.703372193764157
"cyclic-GMP","LCMS-Aphid",0.616699874401093,0.701292549108068
"2-oxoglutarate","LCMS-Aphid",-0.614187121391296,-0.698435121959684
"16-anhydro-N-acetyl-beta-mu...","LCMS-Aphid",0.611583173274994,0.695473990478993
"enolaldehyde","LCMS-Aphid",-0.611210286617279,-0.695049954986897
"sn-glycero-3-phosphocholine","LCMS-Aphid",0.610822260379791,0.694608703220026
"4-hydroxybenzoate","LCMS-Aphid",0.608592867851257,0.692073505088494
"dUMP","LCMS-Aphid",-0.608354687690735,-0.69180265377353
"NN-dihydroxy-L-valine","LCMS-Aphid",0.607979595661163,0.691376110398888
"2-methylbutanoate","LCMS-Aphid",-0.607944130897522,-0.691335780936324
"monodehydroascorbate radical","LCMS-Aphid",-0.607755541801453,-0.691121323088339
"linoleate","LCMS-Aphid",-0.603900134563446,-0.686737069933728
"4-(2-aminophenyl)-24-dioxob...","LCMS-Aphid",-0.603082835674286,-0.685807662218316
"O-succinyl-L-homoserine","LCMS-Aphid",-0.599284768104553,-0.681488614009899
"4-prenylphlorisovalerophenone","LCMS-Aphid",-0.598992049694061,-0.68115574343738
"beta-L-sorbofuranose","LCMS-Aphid",-0.595804154872894,-0.677530565326883
"(S)-2-hydroxymethylglutarate","LCMS-Aphid",-0.594486892223358,-0.67603261386024
"34-dihydroxyphenylpyruvate","LCMS-Aphid",-0.593787014484406,-0.675236733945248
"shikimate 3-phosphate","LCMS-Aphid",-0.5912264585495,-0.672324946748164
"pantetheine","LCMS-Aphid",-0.589808940887451,-0.670712988296593
"tetrahydrofolate","LCMS-Aphid",-0.587251245975494,-0.667804454568759
"(3Z)-2-oxohex-3-enedioate","LCMS-Aphid",-0.585514605045319,-0.665829598734726
"alpha-D-galactose","LCMS-Aphid",-0.583779096603394,-0.663856030732271
"3-O-D-mannopyranose","LCMS-Aphid",-0.5832479596138,-0.663252037722349
"DON-Hexitol","LCMS-Aphid",0.582666993141174,0.662591380123011
"portulacaxanthin II","LCMS-Aphid",-0.581707537174225,-0.661500315654298
"3-dehydrocarnitine","LCMS-Aphid",0.581243872642517,0.660973050294161
"galactinol","LCMS-Aphid",-0.578835546970367,-0.658234374773359
"hypotaurine","LCMS-Aphid",-0.575304627418518,-0.654219119256051
"alpha-Lactose","LCMS-Aphid",-0.57424259185791,-0.653011404358646
"N-hydroxy-L-valine","LCMS-Aphid",-0.57375031709671,-0.652451604306021
"oxalosuccinate","LCMS-Aphid",-0.57013064622879,-0.64833542346139
"gamma-L-glutamyl 5-phosphate","LCMS-Aphid",-0.569819569587708,-0.647981676461191
"L-arabitol","LCMS-Aphid",0.567140102386475,0.644934666948453
"Hexanoic acid","LCMS-Aphid",-0.563342809677124,-0.640616499887959
"L-pipecolate","LCMS-Aphid",-0.56334125995636,-0.640614737592116
"guanosine","LCMS-Aphid",0.563084363937378,0.640322603165815
"N-phenylacetamide","LCMS-Aphid",-0.561959207057953,-0.639043108603108
"2-hydroxypentanoate","LCMS-Aphid",0.556958377361298,0.63335631547861
"(3E5Z)-tetradecadienoate","LCMS-Aphid",-0.554024457931519,-0.630019950544556
"D-erythrose","LCMS-Aphid",-0.551977157592773,-0.627691822174589
"(S)-nicotine N1'-oxide","LCMS-Aphid",-0.551479995250702,-0.627126464111997
"GMP","LCMS-Aphid",-0.54913318157196,-0.624457738180045
"PAI-1-2","LCMS-Aphid",0.548525214195251,0.623766375964671
"isoliquiritigenin","LCMS-Aphid",-0.545527696609497,-0.62035768912044
"L-tyrosine","LCMS-Aphid",-0.544509530067444,-0.619199860751516
"14-dihydroxy-2-naphthoate","LCMS-Aphid",0.54336029291153,0.617892982822631
"3-amino-1-hydroxyacetone 1-...","LCMS-Aphid",-0.540567994117737,-0.614717664616394
"O-acetylcarnitine","LCMS-Aphid",0.53774881362915,0.611511777355339
"diacetyl","LCMS-Aphid",-0.536660254001617,-0.610273900086773
"4-coumarate","LCMS-Aphid",-0.530684351921082,-0.603478283973912
"S-ureidoglycine","LCMS-Aphid",-0.529352307319641,-0.60196352291615
"trans-3'-hydroxycotinine","LCMS-Aphid",-0.527907431125641,-0.600320453164887
"N-hydroxy-L-isoleucine","LCMS-Aphid",0.526922821998596,0.599200785279028
"sulfate","LCMS-Aphid",-0.526018679141998,-0.598172621215792
"indole acetaldehyde","LCMS-Aphid",0.525012373924255,0.597028281188129
"25-dioxopentanoate","LCMS-Aphid",-0.523768365383148,-0.595613632090377
"preQ0","LCMS-Aphid",0.522285997867584,0.593927928335833
"(-)-sophorol","LCMS-Aphid",-0.52098274230957,-0.592445905312387
"histamine","LCMS-Aphid",0.517457008361816,0.588436546708092
"4-coumaroyl-4'-hydroxypheny...","LCMS-Aphid",0.516369044780731,0.58719934724562
"(R)-3-methylitaconate","LCMS-Aphid",-0.51608681678772,-0.586878406060346
"nicotine-glucuronide","LCMS-Aphid",0.515314698219299,0.586000376046821
"phosphate","LCMS-Aphid",-0.515291035175323,-0.585973467144909
"genistein","LCMS-Aphid",-0.515104174613953,-0.585760974934595
"gamma-L-glutamyl-D-alanine","LCMS-Aphid",-0.514915645122528,-0.58554658486722
"2-amino-5-formylamino-6-(5-...","LCMS-Aphid",0.514279127120972,0.584822755739967
"4-oxo-4-(3-pyridyl)-butanoate","LCMS-Aphid",0.511955440044403,0.582180328684442
"N-acetyl-DL-methionine","LCMS-Aphid",0.510768413543701,0.580830477849229
"indole-3-glycol","LCMS-Aphid",0.506083965301514,0.575503464199163
"histidinal","LCMS-Aphid",0.500539839267731,0.569198850820437
"beta-nicotinamide D-ribonuc...","LCMS-Aphid",-0.498859077692032,-0.56728753930767
"chitobiose","LCMS-Aphid",-0.498663246631622,-0.567064846115649
"coumarin","LCMS-Aphid",-0.497984409332275,-0.566292892755758
"(2S4S)-2-methyl-2334-tetrah...","LCMS-Aphid",-0.495304137468338,-0.563244968204794
"dihydrolipoate","LCMS-Aphid",-0.492724359035492,-0.560311321761195
"inosine","LCMS-Aphid",0.490463346242905,0.557740166016402
"norcotinine","LCMS-Aphid",0.488899618387222,0.555961941730095
"2-hydroxy-2-methylbutyronit...","LCMS-Aphid",0.487577378749847,0.55445833058257
"3-phospho-D-glycerate","LCMS-Aphid",-0.487000852823257,-0.553802722638629
"3-phospho-hydroxypyruvate","LCMS-Aphid",-0.486933708190918,-0.553726367782195
"hypoxanthine","LCMS-Aphid",0.486562281847,0.553303992915029
"3-methyl-2-oxobutanoate","LCMS-Aphid",0.484942555427551,0.551462088746236
"L-homoserine","LCMS-Aphid",-0.48185458779335,-0.547950544827316
"indole-3-ethanol","LCMS-Aphid",-0.478719919919968,-0.54438589480097
"guanine","LCMS-Aphid",0.476896703243256,0.542312587631855
"UDP-alpha-D-glucuronate","LCMS-Aphid",-0.476765155792236,-0.542162995827019
"2-(formamido)-N1-(5-phospho...","LCMS-Aphid",-0.474706560373306,-0.53982202303158
"D-glycero-D-manno-heptose 7...","LCMS-Aphid",-0.474566876888275,-0.539663179173567
"pinoresinol","LCMS-Aphid",0.472562670707703,0.53738405618416
"naringenin","LCMS-Aphid",-0.472289234399796,-0.537073112638766
"2-hydroxyglutarate","LCMS-Aphid",-0.472102969884872,-0.536861298234546
"2-C-methyl-D-erythritol 4-p...","LCMS-Aphid",-0.471409142017365,-0.536072298051402
"(4-hydroxyphenyl)acetaldehyde","LCMS-Aphid",0.468629002571106,0.532910807089472
"L-tryptophan","LCMS-Aphid",-0.467565298080444,-0.531701194335005
"N-acetyl-serotonin","LCMS-Aphid",0.467478334903717,0.531602302425963
"cystine","LCMS-Aphid",0.46729439496994,0.531393131465508
"dihydroxyacetone","LCMS-Aphid",0.465962678194046,0.529878743201097
"1-pyrroline-5-carboxylate","LCMS-Aphid",-0.465813517570496,-0.529709122226197
"Isorhamnetin","LCMS-Aphid",-0.4599489569664,-0.523040120291603
"formononetin","LCMS-Aphid",0.459526717662811,0.522559962454965
"thymidine","LCMS-Aphid",0.458691745996475,0.52161045778888
"2'-deoxyguanosine","LCMS-Aphid",0.455753237009048,0.518268873747906
"a 78-dihydroneopterin","LCMS-Aphid",0.455288082361221,0.517739913872535
"norophthalmate","LCMS-Aphid",-0.454861730337143,-0.517255079173852
"(R)-3- (34-dihydroxyphenyl)...","LCMS-Aphid",0.453833639621735,0.516085965333472
"aldehydo-D-glucose","LCMS-Aphid",0.453676998615265,0.515907837892099
"indole-3-acetate","LCMS-Aphid",0.451894164085388,0.513880452085819
"5-oxo-L-proline","LCMS-Aphid",-0.451523065567017,-0.513458450012004
"Indole-3-acrylic acid","LCMS-Aphid",-0.451470851898193,-0.513399074198213
"dADP","LCMS-Aphid",-0.44936192035675,-0.511000860678178
"N6N6-dimethyl-L-arginine","LCMS-Aphid",-0.446933746337891,-0.508239614214461
"allantoate","LCMS-Aphid",-0.443681091070175,-0.504540792471906
"(7R8S)-8-amino-7-(carboxyam...","LCMS-Aphid",-0.442816853523254,-0.50355800752663
"a serine phosphoethanolamine","LCMS-Aphid",-0.44106113910675,-0.501561461897605
"a jasmonoyl-L-phenylalanine","LCMS-Aphid",0.440539509057999,0.500968279894875
"1-(beta-D ribofuranosyl)nic...","LCMS-Aphid",-0.439564615488052,-0.49985966024834
"L-methionine","LCMS-Aphid",0.438989877700806,0.499206085722679
"bisulfite","LCMS-Aphid",-0.436957865953445,-0.49689534307901
"alpha-D-cellobiose 6'-phosp...","LCMS-Aphid",0.435368269681931,0.495087702008245
"decanoate","LCMS-Aphid",-0.434753507375717,-0.494388612803405
"2'-deoxyuridine","LCMS-Aphid",0.434483170509338,0.494081193849696
"2-hydroxyhexadecanoate","LCMS-Aphid",0.431482911109924,0.490669389097435
"23-dihydroxybenzoate","LCMS-Aphid",0.429474294185638,0.488385250342936
"Piceatannol","LCMS-Aphid",-0.426990121603012,-0.485560323996735
"ferulate","LCMS-Aphid",-0.425443917512894,-0.483802027209577
"(2R3S)-3-isopropylmalate","LCMS-Aphid",-0.425114393234253,-0.483427302110783
"alpha-D-quinovopyranose","LCMS-Aphid",0.423920691013336,0.482069859847323
"methyl beta-D-glucoside","LCMS-Aphid",-0.423130214214325,-0.481170953406118
"2-carboxy-L-threo-pentonate","LCMS-Aphid",-0.422972649335861,-0.4809917753653
"a neopterin","LCMS-Aphid",0.42279776930809,0.480792907057466
"kinetin","LCMS-Aphid",0.422163903713226,0.480072094167329
"2-amino-6-acetyl-3789-tetra...","LCMS-Aphid",0.419230461120605,0.47673627147815
"a 7-deazapurine","LCMS-Aphid",0.418257594108582,0.475629956372333
"2-iminobutanoate","LCMS-Aphid",-0.418105006217957,-0.475456438012396
"indole-3-glyoxylate","LCMS-Aphid",-0.416606068611145,-0.473751891248452
"3-sulfinoalanine","LCMS-Aphid",0.416041642427444,0.473110042768209
"UDP-N-acetyl-alpha-D-glucos...","LCMS-Aphid",-0.413808465003967,-0.470570540567983
"245-trihydroxytoluene","LCMS-Aphid",0.412773370742798,0.469393462506004
"tartronate semialdehyde","LCMS-Aphid",-0.410711765289307,-0.467049066789792
"4-pyridoxate","LCMS-Aphid",-0.408820688724518,-0.464898591396933
"9-Oxo-ODE","LCMS-Aphid",0.407602339982986,0.463513121851506
"15-acetyl-DON-3-beta-D-gluc...","LCMS-Aphid",0.407422691583633,0.463308831094924
"ADP","LCMS-Aphid",-0.407091528177261,-0.462932242029373
"N-methylhydantoin","LCMS-Aphid",0.406548231840134,0.462314421775144
"phytosphingosine","LCMS-Aphid",-0.406240254640579,-0.461964199366631
"N-formimino-L-glutamate","LCMS-Aphid",-0.404318809509277,-0.459779189753307
"L-arabinonate","LCMS-Aphid",-0.403567522764206,-0.45892484906275
"stearate","LCMS-Aphid",-0.401477009057999,-0.456547579751004
"a muricholate","LCMS-Aphid",-0.399225175380707,-0.453986862220051
"5-amino-6-(5-phospho-D-ribo...","LCMS-Aphid",0.398110449314117,0.45271922926398
"L-proline","LCMS-Aphid",0.397646009922028,0.452191082755922
"urate","LCMS-Aphid",0.397361487150192,0.451867532017188
"N6-acetyl-L-lysine","LCMS-Aphid",-0.396806627511978,-0.451236562324745
"(3R5S)-3-hydroxy-1-pyrrolin...","LCMS-Aphid",-0.396698981523514,-0.451114150544258
"indole-3-lactate","LCMS-Aphid",-0.39619243144989,-0.450538117035694
"histidinol","LCMS-Aphid",0.394639879465103,0.448772601613639
"cis-zeatin riboside","LCMS-Aphid",0.393565475940704,0.447550822239794
"galactarate","LCMS-Aphid",-0.393455624580383,-0.447425902576761
"meso-diaminopimelate","LCMS-Aphid",-0.393241286277771,-0.447182163505537
"a vaccenate","LCMS-Aphid",-0.388691753149033,-0.442008571264736
"betalamate","LCMS-Aphid",-0.386789917945862,-0.439845861471888
"laurate","LCMS-Aphid",-0.385711044073105,-0.438618998552342
"7-carboxy-7-deazaguanine","LCMS-Aphid",-0.384773105382919,-0.437552402883604
"N4-(beta-N-acetyl-D-glucosa...","LCMS-Aphid",-0.384700030088425,-0.43746930385654
"(S)-lactaldehyde","LCMS-Aphid",0.383717864751816,0.436352414975665
"dTDP","LCMS-Aphid",-0.382726401090622,-0.43522495231973
"L-Threonic acid","LCMS-Aphid",-0.381069660186768,-0.433340956392532
"L-palmitoylcarnitine","LCMS-Aphid",-0.378884702920914,-0.43085628870527
"DOM-1","LCMS-Aphid",0.378701567649841,0.430648032783041
"acetone cyanohydrin","LCMS-Aphid",0.378133744001389,0.430002320808064
"lipoamide","LCMS-Aphid",-0.378085762262344,-0.429947757417537
"nicotinamide","LCMS-Aphid",0.376514345407486,0.428160789432623
"D-glyceraldehyde 3-phosphate","LCMS-Aphid",-0.373906403779984,-0.425195116651106
"N-acetyl-alpha-D-glucosamine","LCMS-Aphid",-0.373729288578033,-0.424993706570422
"preQ1","LCMS-Aphid",0.37256908416748,0.423674357009416
"2-methylbutanal","LCMS-Aphid",-0.372139245271683,-0.423185557145086
"glycolate","LCMS-Aphid",0.370108634233475,0.420876407345737
"glutamate-1-semialdehyde","LCMS-Aphid",-0.367620646953583,-0.418047143040538
"myristate","LCMS-Aphid",-0.366992682218552,-0.417333040430727
"N2-formyl-N1-(5-phospho-bet...","LCMS-Aphid",0.364396125078201,0.414380313745596
"34-dihydroxyphenylacetaldehyde","LCMS-Aphid",0.363225132226944,0.413048695894298
"2'-deoxycytidine","LCMS-Aphid",0.362269282341003,0.411961732152451
"D-galactosamine 6-phosphate","LCMS-Aphid",0.36186283826828,0.41149953617729
"urocanate","LCMS-Aphid",0.360363125801086,0.409794108265425
"L-lysine","LCMS-Aphid",0.356705546379089,0.405634818953248
"3-phospho-L-serine","LCMS-Aphid",-0.35496786236763,-0.403658776958551
"1-monomyristoylglycerol","LCMS-Aphid",-0.354923188686371,-0.403607975391843
"hypoglycin A","LCMS-Aphid",0.354795962572098,0.403463297681185
"3-(4-hydroxyphenyl)lactate","LCMS-Aphid",-0.354106217622757,-0.402678940469782
"an 1113-icosadienoate","LCMS-Aphid",0.351094186306,0.399253749047174
"linamarin","LCMS-Aphid",-0.350558042526245,-0.398644062466067
"(S)-(+)-allantoin","LCMS-Aphid",-0.349899381399155,-0.397895052842441
"N-hydroxyl-tryptamine","LCMS-Aphid",-0.349889934062958,-0.397884309615859
"N-acetyl-L-glutamate 5-semi...","LCMS-Aphid",-0.348402827978134,-0.396193217302871
"Prunin","LCMS-Aphid",-0.347336888313293,-0.394981062775554
"herniarin","LCMS-Aphid",0.34623709321022,0.393730408862125
"adenosine","LCMS-Aphid",-0.345902383327484,-0.393349786850318
"(2S)-2-isopropylmalate","LCMS-Aphid",-0.345469951629639,-0.392858038529481
"5678-tetrahydrobiopterin","LCMS-Aphid",0.343521893024445,0.390642764874082
"dZMP","LCMS-Aphid",-0.343450576066971,-0.390561665374994
"2-keto-6-acetamidocaproate","LCMS-Aphid",-0.341294050216675,-0.388109329038392
"12-dihydroxypropane-123-tri...","LCMS-Aphid",-0.340934216976166,-0.387700137499744
"a 5678-tetrahydropteridine","LCMS-Aphid",0.340659588575363,0.387387838342162
"D-alanyl-D-lactate","LCMS-Aphid",0.339657872915268,0.38624871742142
"N-Acetyl-L-glutamine","LCMS-Aphid",-0.338748276233673,-0.385214351432428
"[5-(aminomethyl)furan-3-yl]...","LCMS-Aphid",0.335578978061676,0.381610320872049
"vernolate","LCMS-Aphid",0.334615558385849,0.380514748992814
"calycosin","LCMS-Aphid",-0.333591192960739,-0.379349871440518
"sphingosine 1-phosphate","LCMS-Aphid",-0.332027286291122,-0.377571443812383
"N-formylkynurenine","LCMS-Aphid",-0.329679787158966,-0.374901938403422
"3-hydroxy-L-kynurenine","LCMS-Aphid",-0.328434526920319,-0.373485865912874
"perillate","LCMS-Aphid",0.32793253660202,0.372915017620925
"fumarate","LCMS-Aphid",-0.326177924871445,-0.370919725933173
"L-glutamate-5-semialdehyde","LCMS-Aphid",-0.326107442378998,-0.370839575362616
"(RS)-piperazine-2-carboxamide","LCMS-Aphid",-0.326101809740067,-0.370833170095032
"D-gluconate","LCMS-Aphid",-0.325758695602417,-0.370442991017307
"thiosulfate","LCMS-Aphid",-0.325713247060776,-0.370391308302677
"D-carnitine","LCMS-Aphid",-0.325422435998917,-0.370060606709657
"alpha-iminosuccinate","LCMS-Aphid",-0.324867069721222,-0.369429060882034
"dialurate","LCMS-Aphid",0.324812054634094,0.369366499379604
"D-glycerate","LCMS-Aphid",-0.324040442705154,-0.368489045501259
"(1S2R)-1-C-(indol-3-yl)glyc...","LCMS-Aphid",-0.322049289941788,-0.3662247664653
"O-phosphoethanolamine","LCMS-Aphid",-0.320885211229324,-0.364901011164686
"kanosamine","LCMS-Aphid",-0.320734709501266,-0.364729865126077
"XMP","LCMS-Aphid",0.320629984140396,0.364610774595448
"aldehydo-D-ribose","LCMS-Aphid",0.319453328847885,0.363272717586262
"2'-hydroxygenistein","LCMS-Aphid",-0.319054961204529,-0.362819705883669
"3-dehydroteasterone","LCMS-Aphid",0.319017767906189,0.362777410783434
"L-2-aminoadipate","LCMS-Aphid",-0.318921148777008,-0.362667538415677
"2-phosphoglycolate","LCMS-Aphid",-0.318015992641449,-0.361638222082082
"(E)-indol-3-ylacetaldoxime","LCMS-Aphid",0.316942155361176,0.360417086624025
"sn-glycerol 1-phosphate","LCMS-Aphid",0.316834598779678,0.360294776514453
"alpha-maltose","LCMS-Aphid",-0.316783398389816,-0.360236552971021
"5-deoxy-5-amino-3-dehydroqu...","LCMS-Aphid",-0.316765964031219,-0.360216727142786
"N-acetylglutamyl-phosphate","LCMS-Aphid",0.316401213407516,0.359801943703866
"2'-hydroxynicotine","LCMS-Aphid",0.315939337015152,0.35927671176201
"5'-deoxy-5'-chloroadenosine","LCMS-Aphid",0.315939337015152,0.35927671176201
"dimethylsulfoniopropanoate","LCMS-Aphid",-0.314525753259659,-0.357669226830656
"gibberellin A120","LCMS-Aphid",0.314104437828064,0.357190119593463
"phenylacetaldehyde","LCMS-Aphid",0.312738388776779,0.355636689698066
"pyridoxamine","LCMS-Aphid",0.312268555164337,0.355102409044861
"gallate","LCMS-Aphid",0.310538798570633,0.353135381871208
"L-gamma-glutamylcysteine","LCMS-Aphid",-0.309850960969925,-0.352353193639305
"(S)-2-amino-6-oxohexanoate","LCMS-Aphid",-0.305713385343552,-0.347648067080029
"kynurenate","LCMS-Aphid",-0.3033407330513,-0.344949958253923
"a thiopurine","LCMS-Aphid",0.301619529724121,0.342992657597712
"N-acetylneuraminate","LCMS-Aphid",-0.301403492689133,-0.342746986779121
"3-methoxy-4-hydroxy-5-all-t...","LCMS-Aphid",-0.300989001989365,-0.342275640421698
"4-aminoimidazole","LCMS-Aphid",0.299762368202209,0.340880749371572
"L-arginine","LCMS-Aphid",0.299704670906067,0.340815137741721
"alphaalpha-Trehalose","LCMS-Aphid",-0.299151569604874,-0.340186167577254
"7-Methylguanosine","LCMS-Aphid",0.297983676195145,0.338858074317642
"4-tyrosol","LCMS-Aphid",0.297204703092575,0.337972249534042
"anthranilate","LCMS-Aphid",-0.297151237726212,-0.337911450327455
"a 12-hydroxyjasmonate sulfate","LCMS-Aphid",0.295801013708115,0.336376016183841
"xanthosine","LCMS-Aphid",0.295772582292557,0.33634368483318
"34-dihydroxy-5-all-trans-de...","LCMS-Aphid",0.292723089456558,0.332875893297596
"cytidine","LCMS-Aphid",-0.289600521326065,-0.329325002734948
"Zearalenone","LCMS-Aphid",0.288442999124527,0.328008703301363
"(+)-dihydrokaempferol","LCMS-Aphid",-0.287216037511826,-0.326613439457885
"a 6-hydroxy-3-isopropenylhe...","LCMS-Aphid",0.287036001682281,0.326408708127342
"picolinate","LCMS-Aphid",0.284427911043167,0.323442865894302
"N-Butylbenzenesulfonamide","LCMS-Aphid",-0.283336281776428,-0.322201497924354
"(R)-lactic acid","LCMS-Aphid",0.2832151055336,0.322063699945545
"indole","LCMS-Aphid",0.281787902116776,0.320440727144955
"26-dihydroxynicotinate","LCMS-Aphid",0.281541377305984,0.320160386544681
"glycine betaine","LCMS-Aphid",0.28088116645813,0.319409614625212
"pyruvate","LCMS-Aphid",-0.278890788555145,-0.317146216737174
"DL-malic semialdehyde","LCMS-Aphid",-0.276657223701477,-0.314606273962987
"3-phenyllactate","LCMS-Aphid",-0.274677127599716,-0.312354568230063
"2-oxo-3-carboxy-45-cyclopro...","LCMS-Aphid",0.27438759803772,0.312025323920143
"iridotrial","LCMS-Aphid",0.273948073387146,0.311525509706793
"gamma-butyrobetaine","LCMS-Aphid",0.273484379053116,0.310998210456352
"melatonin","LCMS-Aphid",-0.273460388183594,-0.310970928761088
"2'-deoxyinosine","LCMS-Aphid",-0.272794902324677,-0.310214158257691
"a jasmonoyl-L-valine","LCMS-Aphid",0.272110521793365,0.30943590130113
"4-coumaraldehyde","LCMS-Aphid",0.272109687328339,0.309434952372599
"(2-aminoethyl)phosphonate","LCMS-Aphid",0.27146327495575,0.308699871664194
"ibuprofen","LCMS-Aphid",0.271166086196899,0.308361917545973
"4-amino-2-methyl-5-pyrimidi...","LCMS-Aphid",-0.268763512372971,-0.305629782853973
"N-formylmaleamate","LCMS-Aphid",0.266324549913406,0.302856268099964
"porphobilinogen","LCMS-Aphid",-0.265975266695023,-0.302459073729171
"phenol","LCMS-Aphid",0.265058368444443,0.301416404615534
"(2R4S)-2-methyl-24-dihydrox...","LCMS-Aphid",0.264319002628326,0.300575620046847
